geometry_id,N,K,R,lambda2,num_components
G-UNI,64.0,64.0,3.6892550585500845,-2.736833887346312e-15,2.0
G-UNI,64.0,64.0,3.8305099976653665,0.10440797947591268,1.0
G-UNI,64.0,64.0,3.8784530713911174,7.556609353110737e-16,2.0
G-UNI,64.0,64.0,4.21480037094482,0.18623766320898588,1.0
G-UNI,64.0,64.0,3.746553420902118,0.10479641870589733,1.0
G-UNI,64.0,64.0,3.9389639404785632,-1.2877811157872506e-15,2.0
G-UNI,64.0,64.0,4.032263612940955,0.07198118043824418,1.0
G-UNI,64.0,64.0,3.935671308730492,0.11377287673209228,1.0
G-UNI,64.0,64.0,3.8163902474994655,-1.2057250291311469e-15,4.0
G-UNI,64.0,64.0,3.87622418942483,9.319109835919985e-15,2.0
G-UNI,64.0,64.0,3.6616138820532207,1.3331336995629317e-14,2.0
G-UNI,64.0,64.0,4.022102548809142,3.580076708948553e-15,2.0
G-UNI,64.0,64.0,4.06637490195002,0.1031214211827035,1.0
G-UNI,64.0,64.0,3.8680054429837245,1.7924004725779063e-16,3.0
G-UNI,64.0,64.0,4.174318336586822,0.12107376952070302,1.0
G-UNI,64.0,64.0,3.771051011061682,5.071606695486707e-16,3.0
G-UNI,64.0,64.0,3.777849523646143,-6.339243612979658e-16,4.0
G-UNI,64.0,64.0,3.7646508596524026,5.385478514566941e-15,2.0
G-UNI,64.0,64.0,4.134037640618322,0.1493808447332167,1.0
G-UNI,64.0,64.0,3.8268926677797808,4.871103520542874e-15,2.0
G-UNI,64.0,64.0,3.6239809708529673,4.884981310189498e-15,2.0
G-UNI,64.0,64.0,3.692659495484383,0.08729781028215826,1.0
G-UNI,64.0,64.0,3.760809670979029,0.060028653307085,1.0
G-UNI,64.0,64.0,3.583430560929151,-3.330669074063565e-16,2.0
G-UNI,64.0,64.0,3.9446203706490595,1.6571577885510961e-15,3.0
G-UNI,64.0,64.0,3.8604758849506293,-8.75620079562739e-16,3.0
G-UNI,64.0,64.0,5.185349923697723,0.5486224396871414,1.0
G-UNI,64.0,64.0,4.9935713650160345,0.4612291699024208,1.0
G-UNI,64.0,64.0,5.04074560410559,0.48460998601123884,1.0
G-UNI,64.0,64.0,5.224636901212715,0.5595553088796729,1.0
G-UNI,64.0,64.0,4.828222439790619,0.27596306254968644,1.0
G-UNI,64.0,64.0,5.107504495635499,0.5380313438950627,1.0
G-UNI,64.0,64.0,5.0272633348942595,0.44483239370621963,1.0
G-UNI,64.0,64.0,4.580339905265017,0.4152796345883777,1.0
G-UNI,64.0,64.0,5.198197398221034,0.5425298044823037,1.0
G-UNI,64.0,64.0,4.981390684596359,0.40609556080357684,1.0
G-UNI,64.0,64.0,5.070821340374664,0.38606697381209465,1.0
G-UNI,64.0,64.0,5.383606154753053,0.5799651897762422,1.0
G-UNI,64.0,64.0,5.376644303148236,0.5569157991098759,1.0
G-UNI,64.0,64.0,5.197387798798095,0.31256250996003954,1.0
G-UNI,64.0,64.0,4.728034139620925,0.31110673482568413,1.0
G-UNI,64.0,64.0,5.216782923621002,0.48339813924877995,1.0
G-UNI,64.0,64.0,5.082510952538586,0.3535782226069071,1.0
G-UNI,64.0,64.0,5.497033668835037,0.6756550545743234,1.0
G-UNI,64.0,64.0,5.031881022752206,0.5177628801303074,1.0
G-UNI,64.0,64.0,5.111776606871542,0.5212815552228545,1.0
G-UNI,64.0,64.0,5.370321628822201,0.5849603445154684,1.0
G-UNI,64.0,64.0,5.150676222991176,0.5719322840588243,1.0
G-UNI,64.0,64.0,5.08085687473349,0.425058558112245,1.0
G-UNI,64.0,64.0,5.161458494929743,0.554630038619454,1.0
G-UNI,64.0,64.0,4.797410627685502,0.3198275059341299,1.0
G-UNI,64.0,64.0,5.438281852693738,1.444374134185189e-14,2.0
G-UNI,64.0,64.0,5.39072316106768,0.4748379859187237,1.0
G-UNI,64.0,64.0,4.841776703373498,0.28632898472994045,1.0
G-UNI,64.0,64.0,5.325897737060105,0.7237975694850474,1.0
G-UNI,64.0,64.0,5.09082028062581,0.44237075257396974,1.0
G-UNI,64.0,64.0,4.825753743907346,0.3291479273426236,1.0
G-UNI,64.0,64.0,5.020838155946054,0.38543833361125446,1.0
G-UNI,64.0,64.0,5.227421800662845,0.5004388996450657,1.0
G-UNI,64.0,64.0,5.120585611734949,0.4011917198203237,1.0
G-UNI,64.0,64.0,4.768518620490058,0.2884576521401415,1.0
G-UNI,64.0,64.0,4.982150567298461,0.4721570555596244,1.0
G-UNI,64.0,64.0,5.064953910258436,0.6164796680787731,1.0
G-UNI,64.0,64.0,4.769330581247679,0.33327678432934243,1.0
G-UNI,64.0,64.0,5.277105167152669,0.5414928262775063,1.0
G-UNI,64.0,64.0,5.165859743798768,0.5892629762833157,1.0
G-TIE,32.0,32.0,7.212229071167149,31.999999999999947,1.0
G-TIE,32.0,32.0,7.497081882974546,31.999999999999947,1.0
G-TIE,32.0,32.0,7.0957052495863975,31.999999999999947,1.0
G-TIE,32.0,32.0,7.1352831716694505,31.999999999999947,1.0
G-TIE,32.0,32.0,7.297190544928519,31.999999999999947,1.0
G-TIE,32.0,32.0,7.227647875907052,31.999999999999947,1.0
G-TIE,32.0,32.0,7.241059408076592,31.999999999999947,1.0
G-TIE,32.0,32.0,7.079312167761853,31.999999999999947,1.0
G-TIE,32.0,32.0,7.148694816783063,31.999999999999947,1.0
G-TIE,32.0,32.0,7.169900296585256,31.999999999999947,1.0
G-TIE,32.0,32.0,7.039517914464818,31.999999999999947,1.0
G-TIE,32.0,32.0,7.177915675558576,31.999999999999947,1.0
G-TIE,32.0,32.0,7.354313945583185,31.999999999999947,1.0
G-TIE,32.0,32.0,7.180238470848719,31.999999999999947,1.0
G-TIE,32.0,32.0,7.158744264034841,31.999999999999947,1.0
G-TIE,32.0,32.0,7.057347591471325,31.999999999999947,1.0
G-TIE,32.0,32.0,7.086511026690491,31.999999999999947,1.0
G-TIE,32.0,32.0,7.200746734327174,31.999999999999947,1.0
G-TIE,32.0,32.0,7.187345623448996,31.999999999999947,1.0
G-TIE,32.0,32.0,7.310651211128769,31.999999999999947,1.0
G-X,32.0,32.0,16.146975188830094,31.999999999999947,1.0
G-X,32.0,32.0,16.87317768708831,31.999999999999947,1.0
G-X,32.0,32.0,16.870192336037316,31.999999999999947,1.0
G-X,32.0,32.0,17.56248943539985,31.999999999999947,1.0
G-X,32.0,32.0,14.26277542374173,31.999999999999947,1.0
G-X,32.0,32.0,16.578307842200626,31.999999999999947,1.0
G-X,32.0,32.0,17.75388095035214,31.999999999999947,1.0
G-X,32.0,32.0,17.045414912275596,31.999999999999947,1.0
G-X,32.0,32.0,18.032921653868218,31.999999999999947,1.0
G-X,32.0,32.0,15.864511697243065,31.999999999999947,1.0
G-X,32.0,32.0,18.25423689465838,31.999999999999947,1.0
G-X,32.0,32.0,16.570978903521365,31.999999999999947,1.0
G-X,32.0,32.0,17.380019366457677,31.999999999999947,1.0
G-X,32.0,32.0,18.288144168010476,31.999999999999947,1.0
G-X,32.0,32.0,16.302511540088517,31.999999999999947,1.0
G-X,32.0,32.0,15.50601597763378,31.999999999999947,1.0
G-X,32.0,32.0,18.240740108525536,31.999999999999947,1.0
G-X,32.0,32.0,16.690623531269384,31.999999999999947,1.0
G-X,32.0,32.0,14.95207940642408,31.999999999999947,1.0
G-X,32.0,32.0,17.057966497570824,31.999999999999947,1.0
G-CLU,32.0,32.0,10.085072981478882,31.999999999999947,1.0
G-CLU,32.0,32.0,11.86853382724516,31.999999999999947,1.0
G-CLU,32.0,32.0,12.540530722790082,31.999999999999947,1.0
G-CLU,32.0,32.0,10.28946493963533,31.999999999999947,1.0
G-CLU,32.0,32.0,7.188273600979281,31.999999999999947,1.0
G-CLU,32.0,32.0,12.593071354499717,31.999999999999947,1.0
G-CLU,32.0,32.0,12.699152622382924,31.999999999999947,1.0
G-CLU,32.0,32.0,12.443784939439253,31.999999999999947,1.0
G-CLU,32.0,32.0,9.518775413059863,31.999999999999947,1.0
G-CLU,32.0,32.0,7.909951162380926,31.999999999999947,1.0
G-CLU,32.0,32.0,11.17096383984014,31.999999999999947,1.0
G-CLU,32.0,32.0,8.94991539915902,31.999999999999947,1.0
G-CLU,32.0,32.0,10.573722771138515,31.999999999999947,1.0
G-CLU,32.0,32.0,11.67270958213369,31.999999999999947,1.0
G-CLU,32.0,32.0,7.175286311692385,31.999999999999947,1.0
G-CLU,32.0,32.0,11.863270235262767,31.999999999999947,1.0
G-CLU,32.0,32.0,15.144384335111953,31.999999999999947,1.0
G-CLU,32.0,32.0,8.857158197883624,31.999999999999947,1.0
G-CLU,32.0,32.0,12.465069576977585,31.999999999999947,1.0
G-CLU,32.0,32.0,9.666005479162758,31.999999999999947,1.0
G-BIAS,32.0,32.0,16.146975188830094,31.999999999999947,1.0
G-ZERO,32.0,32.0,16.87317768708831,31.999999999999947,1.0
G-BIAS,32.0,32.0,16.870192336037316,31.999999999999947,1.0
G-ZERO,32.0,32.0,17.56248943539985,31.999999999999947,1.0
G-BIAS,32.0,32.0,14.26277542374173,31.999999999999947,1.0
G-ZERO,32.0,32.0,16.578307842200626,31.999999999999947,1.0
G-BIAS,32.0,32.0,17.75388095035214,31.999999999999947,1.0
G-ZERO,32.0,32.0,17.045414912275596,31.999999999999947,1.0
G-BIAS,32.0,32.0,18.032921653868218,31.999999999999947,1.0
G-ZERO,32.0,32.0,15.864511697243065,31.999999999999947,1.0
G-BIAS,32.0,32.0,18.25423689465838,31.999999999999947,1.0
G-ZERO,32.0,32.0,16.570978903521365,31.999999999999947,1.0
G-BIAS,32.0,32.0,17.380019366457677,31.999999999999947,1.0
G-ZERO,32.0,32.0,18.288144168010476,31.999999999999947,1.0
G-BIAS,32.0,32.0,16.302511540088517,31.999999999999947,1.0
G-ZERO,32.0,32.0,15.50601597763378,31.999999999999947,1.0
G-BIAS,32.0,32.0,18.240740108525536,31.999999999999947,1.0
G-ZERO,32.0,32.0,16.690623531269384,31.999999999999947,1.0
G-BIAS,32.0,32.0,14.95207940642408,31.999999999999947,1.0
G-ZERO,32.0,32.0,17.057966497570824,31.999999999999947,1.0
G-UNI,24.0,24.0,14.660938329064798,23.99999999999998,1.0
G-UNI,24.0,24.0,14.64871679420071,23.99999999999998,1.0
G-UNI,24.0,24.0,12.268951977920414,23.99999999999998,1.0
G-UNI,24.0,24.0,14.245135100837855,23.99999999999998,1.0
G-UNI,24.0,24.0,15.196020194209966,23.99999999999998,1.0
G-UNI,24.0,24.0,15.277794405211838,23.99999999999998,1.0
G-UNI,24.0,24.0,13.82624615212601,23.99999999999998,1.0
G-UNI,24.0,24.0,13.608323103426907,23.99999999999998,1.0
G-UNI,24.0,24.0,13.505431997197972,23.99999999999998,1.0
G-UNI,24.0,24.0,14.041399666655497,23.99999999999998,1.0
G-UNI,24.0,24.0,13.758493778493378,23.99999999999998,1.0
G-UNI,24.0,24.0,13.742297568370816,23.99999999999998,1.0
G-UNI,24.0,24.0,12.118841174857897,23.99999999999998,1.0
G-UNI,24.0,24.0,14.394534981689164,23.99999999999998,1.0
G-UNI,24.0,24.0,12.125323106179925,23.99999999999998,1.0
G-UNI,24.0,24.0,13.59005690390256,23.99999999999998,1.0
G-UNI,24.0,24.0,12.49255267463098,23.99999999999998,1.0
G-UNI,24.0,24.0,14.124658875410855,23.99999999999998,1.0
G-UNI,24.0,24.0,14.696334859594394,23.99999999999998,1.0
G-UNI,24.0,24.0,14.310498721384546,23.99999999999998,1.0
G-UNI,24.0,24.0,13.108309800850856,23.99999999999998,1.0
G-UNI,24.0,24.0,15.866197954879455,23.99999999999998,1.0
G-UNI,24.0,24.0,14.04682729123821,23.99999999999998,1.0
G-UNI,24.0,24.0,13.284889454300552,23.99999999999998,1.0
G-UNI,24.0,24.0,12.804126821144921,23.99999999999998,1.0
G-UNI,24.0,24.0,12.47503536919945,23.99999999999998,1.0
G-UNI,24.0,24.0,13.58527013917839,23.99999999999998,1.0
G-UNI,24.0,24.0,13.637035638776915,23.99999999999998,1.0
G-UNI,24.0,24.0,13.600490759459927,23.99999999999998,1.0
G-UNI,24.0,24.0,15.189662953220934,23.99999999999998,1.0
G-UNI,24.0,24.0,14.306324794046391,23.99999999999998,1.0
G-UNI,24.0,24.0,14.368836406680776,23.99999999999998,1.0
G-UNI,24.0,24.0,12.90808666235746,23.99999999999998,1.0
G-UNI,24.0,24.0,13.315564451894637,23.99999999999998,1.0
G-UNI,24.0,24.0,13.544948526523033,23.99999999999998,1.0
G-UNI,24.0,24.0,15.144908452284206,23.99999999999998,1.0
G-UNI,24.0,24.0,15.363214575148444,23.99999999999998,1.0
G-UNI,24.0,24.0,13.896713862639984,23.99999999999998,1.0
G-UNI,24.0,24.0,14.321626872688434,23.99999999999998,1.0
G-UNI,24.0,24.0,14.300193265866328,23.99999999999998,1.0
G-UNI,48.0,48.0,20.73369782166477,47.999999999999915,1.0
G-UNI,48.0,48.0,20.716413961306955,47.999999999999915,1.0
G-UNI,48.0,48.0,21.440099785360715,47.999999999999915,1.0
G-UNI,48.0,48.0,21.790259210812216,47.999999999999915,1.0
G-UNI,48.0,48.0,21.490417852332953,47.999999999999915,1.0
G-UNI,48.0,48.0,22.582579553017837,47.999999999999915,1.0
G-UNI,48.0,48.0,20.552004961899176,47.999999999999915,1.0
G-UNI,48.0,48.0,20.64451702885826,47.999999999999915,1.0
G-UNI,48.0,48.0,19.801850569020292,47.999999999999915,1.0
G-UNI,48.0,48.0,21.834654174538176,47.999999999999915,1.0
G-UNI,48.0,48.0,20.854079463650468,47.999999999999915,1.0
G-UNI,48.0,48.0,20.25599510085867,47.999999999999915,1.0
G-UNI,48.0,48.0,21.50602951201871,47.999999999999915,1.0
G-UNI,48.0,48.0,21.251931715163895,47.999999999999915,1.0
G-UNI,48.0,48.0,22.830229299199782,47.999999999999915,1.0
G-UNI,48.0,48.0,21.5340029337618,47.999999999999915,1.0
G-UNI,48.0,48.0,19.002203926443304,47.999999999999915,1.0
G-UNI,48.0,48.0,21.73352606152423,47.999999999999915,1.0
G-UNI,48.0,48.0,23.000938176412244,47.999999999999915,1.0
G-UNI,48.0,48.0,22.067250697802123,47.999999999999915,1.0
G-UNI,48.0,48.0,21.134225392351695,47.999999999999915,1.0
G-UNI,48.0,48.0,22.586444190866963,47.999999999999915,1.0
G-UNI,48.0,48.0,21.27678452473215,47.999999999999915,1.0
G-UNI,48.0,48.0,21.133971516942932,47.999999999999915,1.0
G-UNI,48.0,48.0,21.303657684230224,47.999999999999915,1.0
G-UNI,48.0,48.0,22.346749680959917,47.999999999999915,1.0
G-UNI,48.0,48.0,20.015758841260773,47.999999999999915,1.0
G-UNI,48.0,48.0,21.7051381444074,47.999999999999915,1.0
G-UNI,48.0,48.0,20.87218800902272,47.999999999999915,1.0
G-UNI,48.0,48.0,21.481427355906987,47.999999999999915,1.0
G-UNI,48.0,48.0,20.23219855104067,47.999999999999915,1.0
G-UNI,48.0,48.0,20.320603321434028,47.999999999999915,1.0
G-UNI,48.0,48.0,21.59406048470714,47.999999999999915,1.0
G-UNI,48.0,48.0,18.932763243825907,47.999999999999915,1.0
G-UNI,48.0,48.0,19.829933096706206,47.999999999999915,1.0
G-UNI,48.0,48.0,21.907953597121153,47.999999999999915,1.0
G-UNI,48.0,48.0,21.80798725166531,47.999999999999915,1.0
G-UNI,48.0,48.0,22.248103874198726,47.999999999999915,1.0
G-UNI,48.0,48.0,22.353791571612096,47.999999999999915,1.0
G-UNI,48.0,48.0,22.177559313995868,47.999999999999915,1.0
G-UNI,32.0,32.0,2.0833363230425066,-5.002079483603381e-16,10.0
G-UNI,32.0,32.0,2.1929407050059972,-9.640850387091017e-16,8.0
G-UNI,32.0,32.0,2.3172686690517095,-6.577349938014189e-16,12.0
G-UNI,32.0,32.0,1.87605490019706,-2.3294094468037187e-16,11.0
G-UNI,32.0,32.0,2.1696998252277364,-6.159602616879817e-16,10.0
G-UNI,32.0,32.0,2.5460980620198006,-2.377264610744277e-16,9.0
G-UNI,32.0,32.0,2.073122263977857,-7.547515475670313e-16,12.0
G-UNI,32.0,32.0,2.209412217031967,-4.17900037821567e-16,10.0
G-UNI,32.0,32.0,2.116531684574465,-4.8357610126431415e-16,9.0
G-UNI,32.0,32.0,2.3174937408788816,-6.751271825868695e-16,11.0
G-UNI,32.0,32.0,1.9107056066652388,-5.329236135201149e-16,9.0
G-UNI,32.0,32.0,2.167551298902967,-1.0080131321055327e-15,11.0
G-UNI,32.0,32.0,2.5923257848178975,-2.71861873360246e-16,7.0
G-UNI,32.0,32.0,2.07627528051779,-4.3201136724753113e-16,10.0
G-UNI,32.0,32.0,2.0823723254813298,-4.5210727171011e-16,13.0
G-UNI,32.0,32.0,2.0943808421589116,-6.363869125442868e-16,14.0
G-UNI,32.0,32.0,2.0343592043169014,-5.041861058569184e-16,9.0
G-UNI,32.0,32.0,2.044644966126353,-4.927693101013243e-16,11.0
G-UNI,32.0,32.0,2.043799585437868,-2.1198224083242258e-16,12.0
G-UNI,32.0,32.0,2.3595246688743217,-2.932957119251875e-16,10.0
G-UNI,32.0,32.0,3.1510797188924125,-1.900068334818478e-15,3.0
G-UNI,32.0,32.0,3.0892529420956354,2.488949357331128e-16,4.0
G-UNI,32.0,32.0,3.547753889253727,0.1244899920489311,1.0
G-UNI,32.0,32.0,3.0121279732023685,-3.0653561810596685e-16,4.0
G-UNI,32.0,32.0,2.9581077436504253,2.268896127016507e-15,2.0
G-UNI,32.0,32.0,3.63180777651844,-8.245052907973492e-16,2.0
G-UNI,32.0,32.0,3.19555013492083,8.16533773019357e-16,2.0
G-UNI,32.0,32.0,2.853434252622761,-1.564902307139827e-15,4.0
G-UNI,32.0,32.0,3.5066489640717178,0.058187424984954064,1.0
G-UNI,32.0,32.0,3.086168936154804,2.1005854124319405e-16,3.0
G-UNI,32.0,32.0,3.0910563970282245,1.5705754057085606e-15,2.0
G-UNI,32.0,32.0,3.210781867966169,-1.2513426011152359e-17,4.0
G-UNI,32.0,32.0,3.620645330805523,0.15266784588302787,1.0
G-UNI,32.0,32.0,3.2852691425607796,8.882374055856619e-16,2.0
G-UNI,32.0,32.0,3.18188070181314,-4.43139168923124e-16,5.0
G-UNI,32.0,32.0,3.389736462063973,2.6295893475742645e-15,2.0
G-UNI,32.0,32.0,2.9516406686019683,-1.9245853353188824e-16,3.0
G-UNI,32.0,32.0,3.027541342968683,6.934150719283735e-16,3.0
G-UNI,32.0,32.0,3.0198211154515997,-6.676442642474196e-17,4.0
G-UNI,32.0,32.0,3.458156361045785,-1.1102230246251565e-16,3.0
G-UNI,32.0,32.0,4.345237052303384,0.17606701252655108,1.0
G-UNI,32.0,32.0,3.94361210613228,0.1485617021362939,1.0
G-UNI,32.0,32.0,4.240463031648959,0.3429415390227672,1.0
G-UNI,32.0,32.0,3.871477806519997,8.348399362152883e-15,2.0
G-UNI,32.0,32.0,3.8354268858741647,0.3289481377238083,1.0
G-UNI,32.0,32.0,4.513321446943995,0.6323397495651486,1.0
G-UNI,32.0,32.0,3.7625134791732204,0.16084624392001381,1.0
G-UNI,32.0,32.0,3.605185166398976,2.559290034981041e-15,3.0
G-UNI,32.0,32.0,4.241315538818469,0.3430878945688732,1.0
G-UNI,32.0,32.0,3.860427033394438,0.10582707870043653,1.0
G-UNI,32.0,32.0,3.8550239418512087,0.15041223424611097,1.0
G-UNI,32.0,32.0,3.9402781569575738,1.7763568394002505e-15,2.0
G-UNI,32.0,32.0,4.4421845333951255,0.29255047919070254,1.0
G-UNI,32.0,32.0,3.8723755088378184,0.43800079716069357,1.0
G-UNI,32.0,32.0,3.7156586218828878,2.793396329782101e-16,4.0
G-UNI,32.0,32.0,4.179060744969844,5.389221734357828e-16,2.0
G-UNI,32.0,32.0,3.644114653957151,-2.0305078650189227e-15,2.0
G-UNI,32.0,32.0,3.970187634473498,0.2180113479938827,1.0
G-UNI,32.0,32.0,4.09610418991874,0.08995137376191474,1.0
G-UNI,32.0,32.0,4.352779835150909,0.32280994897310644,1.0
G-UNI,32.0,32.0,5.872361334289343,1.1022964373501865,1.0
G-UNI,32.0,32.0,5.285942325093183,0.7815614379091146,1.0
G-UNI,32.0,32.0,6.160954657216793,1.6713207688193183,1.0
G-UNI,32.0,32.0,5.0943402706143255,0.8423928050500211,1.0
G-UNI,32.0,32.0,5.431763200653373,1.5328672132705026,1.0
G-UNI,32.0,32.0,5.945225811679121,1.7895939502006575,1.0
G-UNI,32.0,32.0,5.523573001353238,1.1555747016802214,1.0
G-UNI,32.0,32.0,5.000309338164909,0.5656915126862043,1.0
G-UNI,32.0,32.0,5.4579651218611325,1.4340030955451206,1.0
G-UNI,32.0,32.0,5.25743542928507,0.7840303995144869,1.0
G-UNI,32.0,32.0,5.177620857697891,0.7158924232777564,1.0
G-UNI,32.0,32.0,5.063030037707572,1.2325875584377273,1.0
G-UNI,32.0,32.0,6.080875081411646,1.6405678697831534,1.0
G-UNI,32.0,32.0,5.068803738774644,1.5586456065109204,1.0
G-UNI,32.0,32.0,4.9070744073310335,4.707630318437536e-15,2.0
G-UNI,32.0,32.0,5.734286469550133,1.79321532526252,1.0
G-UNI,32.0,32.0,5.159064793607175,1.5996785864420673,1.0
G-UNI,32.0,32.0,5.138618102127285,0.551853578280024,1.0
G-UNI,32.0,32.0,5.565491153309601,0.898072983441699,1.0
G-UNI,32.0,32.0,6.003869059109425,1.2481315298998827,1.0
G-UNI,32.0,32.0,16.080445203100307,31.999999999999947,1.0
G-UNI,32.0,32.0,16.444296367341792,31.999999999999947,1.0
G-UNI,32.0,32.0,16.414657778005243,31.999999999999947,1.0
G-UNI,32.0,32.0,15.130012006232983,31.999999999999947,1.0
G-UNI,32.0,32.0,16.196901941479638,31.999999999999947,1.0
G-UNI,32.0,32.0,16.689773834383015,31.999999999999947,1.0
G-UNI,32.0,32.0,16.016249537461032,31.999999999999947,1.0
G-UNI,32.0,32.0,16.29040186131364,31.999999999999947,1.0
G-UNI,32.0,32.0,17.246101485021157,31.999999999999947,1.0
G-UNI,32.0,32.0,16.875320236184898,31.999999999999947,1.0
G-UNI,32.0,32.0,16.684556606294535,31.999999999999947,1.0
G-UNI,32.0,32.0,16.905749272667357,31.999999999999947,1.0
G-UNI,32.0,32.0,17.28908330010233,31.999999999999947,1.0
G-UNI,32.0,32.0,16.354346929792705,31.999999999999947,1.0
G-UNI,32.0,32.0,16.499703905644456,31.999999999999947,1.0
G-UNI,32.0,32.0,18.85060305933279,31.999999999999947,1.0
G-UNI,32.0,32.0,15.533575945048769,31.999999999999947,1.0
G-UNI,32.0,32.0,18.102649123472663,31.999999999999947,1.0
G-UNI,32.0,32.0,15.760772808690067,31.999999999999947,1.0
G-UNI,32.0,32.0,16.912303968430443,31.999999999999947,1.0
G-UNI,64.0,64.0,2.1916457502794433,-1.246553897028695e-15,20.0
G-UNI,64.0,64.0,1.989603570235607,-5.611461188166945e-16,17.0
G-UNI,64.0,64.0,2.1354021266814813,-7.196569019002529e-16,22.0
G-UNI,64.0,64.0,2.162303733417276,-3.5558869052968925e-16,18.0
G-UNI,64.0,64.0,2.091627447443818,-6.492818715776776e-16,18.0
G-UNI,64.0,64.0,2.128470160457802,-1.468820308576408e-15,20.0
G-UNI,64.0,64.0,2.1957874275997025,-1.5706341548172944e-15,22.0
G-UNI,64.0,64.0,1.99354781169751,-1.6763249435616095e-15,25.0
G-UNI,64.0,64.0,2.0586147099727774,-1.3035543157732526e-15,19.0
G-UNI,64.0,64.0,1.9902220235539811,-1.4393074627362256e-15,17.0
G-UNI,64.0,64.0,1.9103794426584457,-1.104192377684898e-15,17.0
G-UNI,64.0,64.0,2.1886707948984943,-1.1066892048012903e-15,22.0
G-UNI,64.0,64.0,2.1004539831141833,-8.252246227054138e-16,18.0
G-UNI,64.0,64.0,2.1080765883623322,-8.259359389347719e-16,19.0
G-UNI,64.0,64.0,1.976095912473679,-4.3710219326174686e-16,26.0
G-UNI,64.0,64.0,2.188454537898238,-1.109225510053049e-15,22.0
G-UNI,64.0,64.0,2.1266910079919317,-6.583728984097449e-16,20.0
G-UNI,64.0,64.0,2.1339345093021356,-1.0928592051453491e-15,17.0
G-UNI,64.0,64.0,2.0601744476673494,-8.296935577168375e-16,20.0
G-UNI,64.0,64.0,2.1810844936114124,-9.070468309148688e-16,19.0
G-UNI,64.0,64.0,3.163729393803986,-3.106991108449653e-16,4.0
G-UNI,64.0,64.0,3.0070541945988865,-1.1863098773362255e-15,9.0
G-UNI,64.0,64.0,3.004884647845506,-3.3288929671182397e-16,5.0
G-UNI,64.0,64.0,3.0448909641428132,-2.186245501642887e-15,3.0
G-UNI,64.0,64.0,2.9078689691630784,1.227492644468067e-16,2.0
G-UNI,64.0,64.0,3.229281867863898,-1.921819431037206e-15,4.0
G-UNI,64.0,64.0,3.235219569989201,-1.845353802497495e-15,4.0
G-UNI,64.0,64.0,3.016068954453086,-3.519908481335855e-16,5.0
G-UNI,64.0,64.0,2.9283173169730263,-6.659834706415374e-16,4.0
G-UNI,64.0,64.0,2.9126889373204747,-1.0654778403654255e-15,6.0
G-UNI,64.0,64.0,2.7901207874964986,-1.2735248398494326e-15,7.0
G-UNI,64.0,64.0,3.0515661269225554,-1.71792723362839e-15,4.0
G-UNI,64.0,64.0,3.056598770334517,-1.6209164778671445e-15,8.0
G-UNI,64.0,64.0,2.894460976633908,3.0733244275838174e-16,4.0
G-UNI,64.0,64.0,2.8490550920329807,-5.965812902955666e-16,7.0
G-UNI,64.0,64.0,3.2111157579397203,6.474260650949054e-17,5.0
G-UNI,64.0,64.0,2.9711515071494503,2.536089539305719e-16,5.0
G-UNI,64.0,64.0,3.0195462913867077,-2.1698142798091277e-16,9.0
G-UNI,64.0,64.0,3.024715166887741,-7.789322233729737e-16,10.0
G-UNI,64.0,64.0,3.1562972302107015,-4.85193999883129e-16,5.0
G-UNI,64.0,64.0,3.8203612747446187,0.08489590496984557,1.0
G-UNI,64.0,64.0,3.839850520094278,-3.9676602997631367e-16,3.0
G-UNI,64.0,64.0,3.8762774148530177,0.04658044073197354,1.0
G-UNI,64.0,64.0,3.760116948812651,0.12868141848569903,1.0
G-UNI,64.0,64.0,3.495200848341059,-7.685257485946966e-16,2.0
G-UNI,64.0,64.0,4.114487330678212,0.05707340143858945,1.0
G-UNI,64.0,64.0,3.9481567986022927,8.94085365220864e-16,2.0
G-UNI,64.0,64.0,3.6596028137747076,0.15246855780964044,1.0
G-UNI,64.0,64.0,3.680929892538281,1.5869721231766753e-16,2.0
G-UNI,64.0,64.0,3.728081209523591,-6.632232397749581e-16,4.0
G-UNI,64.0,64.0,3.6489284940799434,8.881784197001252e-16,3.0
G-UNI,64.0,64.0,3.7773773097402707,0.11303460918455902,1.0
G-UNI,64.0,64.0,3.7326326119867383,-8.11146239937321e-16,3.0
G-UNI,64.0,64.0,3.648278383715601,-2.836694055923953e-16,3.0
G-UNI,64.0,64.0,3.7354556019913243,-2.0502325500780484e-15,2.0
G-UNI,64.0,64.0,4.060366013676452,0.12094604858048794,1.0
G-UNI,64.0,64.0,3.718775302619001,0.06646775389695905,1.0
G-UNI,64.0,64.0,3.8377064880515928,3.3723537771747753e-15,2.0
G-UNI,64.0,64.0,3.8789682349405834,0.02519520061000448,1.0
G-UNI,64.0,64.0,3.8273037515419404,-5.700986339974901e-15,2.0
G-UNI,64.0,64.0,5.008187134676133,0.5318975270950534,1.0
G-UNI,64.0,64.0,4.992741488236714,0.2966779220995128,1.0
G-UNI,64.0,64.0,5.38249717998176,0.4742436330812173,1.0
G-UNI,64.0,64.0,5.07480152924336,0.46057158871572523,1.0
G-UNI,64.0,64.0,4.680814502930406,0.697692654971654,1.0
G-UNI,64.0,64.0,5.679983801686136,0.6218539280094069,1.0
G-UNI,64.0,64.0,5.031811667245795,0.6209757699723772,1.0
